sample_id,Methanosaeta concilii,Methanosarcina barkeri,Methanosarcina mazei,Methanoculleus bourgensis,Methanoculleus marisnigri,Methanobacterium formicicum,Methanobrevibacter smithii,Methanospirillum hungatei,Methanolinea tarda,Methanomassiliicoccus luminyensis,Methanoregula boonei,Methanocorpusculum labreanum,Methanothermobacter thermautotrophicus,Clostridium butyricum,Clostridium thermocellum,Syntrophomonas wolfei,Syntrophomonas zehnderi,Ruminococcus albus,Christensenella minuta,Caldicoprobacter oshimai,Sedimentibacter hydroxybenzoicus,Acetobacterium woodii,Syntrophaceticus schinkii,Tepidanaerobacter acetatoxydans,Gelria glutamica,Pelotomaculum thermopropionicum,Lactobacillus acidophilus,Streptococcus bovis,Bacillus subtilis,Turicibacter sanguinis,Romboutsia ilealis,Anaerovorax odorimutans,Proteiniclasticum ruminis,Fastidiosipila sanguinis,Garciella nitratireducens,Acetomicrobium mobile,Anaerobaculum mobile,Aminobacter aminovorans,Thermoanaerobacter siderophilus,Anaerofilum agile,Bacteroides graminisolvens,Prevotella ruminicola,Proteiniphilum acetatigenes,Petrimonas sulfuriphila,Macellibacteroides fermentans,Paludibacter propionicigenes,Alistipes finegoldii,Dysgonomonas mossii,Fermentimonas caenicola,Tannerella forsythia,Anaerolinea thermophila,Longilinea arvoryzae,Levilinea saccharolytica,Bellilinea caldifistulae,Leptolinea tardivitalis,Flexilinea flocculi,Ornatilinea apprima,Syntrophobacter fumaroxidans,Smithella propionica,Syntrophorhabdus aromaticivorans,Pseudomonas putida,Desulfovibrio vulgaris,Desulfobulbus propionicus,Geobacter sulfurreducens,Thauera aromatica,Aeromonas hydrophila,Acinetobacter johnsonii,Synergistes jonesii,Aminobacterium colombiense,Cloacibacillus evryensis,Thermovirga lienii,Aminomonas paucivorans,Defluviitoga tunisiensis,Kosmotoga olearia,Petrotoga mobilis,Mesotoga prima,Treponema primitia,Sphaerochaeta globosa,Spirochaeta caldaria,Actinomyces bovis,Corynebacterium glutamicum,Bifidobacterium longum,Gordonibacter pamelaeae,Olsenella uli,Ca. Cloacimonas acidaminovorans,Ca. Cloacimonas W5,Ca. Caldatribacterium californiense,Fusobacterium nucleatum,Fibrobacter succinogenes,Akkermansia muciniphila,Planctomyces limnophilus,Elusimicrobium minutum,Victivallis vadensis,Caldisericum exile,Thermodesulfovibrio yellowstonii,Coprothermobacter proteolyticus,Denitrovibrio acetiphilus,Armatimonas rosea,Acidobacterium capsulatum,Ca. Fermentibacter daniensis,unidentified
대구_autumn,0.1712,1.4453,5.8552,31.5046,0.0,0.2021,0.1263,0.0,0.0,19.0501,0.0,0.0,0.1571,0.0,0.0,3.0159,1.855,0.0,0.0,0.0,0.0,0.707,0.0976,0.0,0.0,0.0,0.5305,0.0,0.0,0.0,0.0,0.0947,0.0,0.7787,0.0,7.9693,0.0,0.0,0.0,0.0,0.0,1.1774,0.3725,0.0,2.3911,0.0,0.0,0.0,0.0,0.0,3.2839,1.162,0.0,0.0,0.1212,0.0,0.0,1.3917,1.0502,0.0,0.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5965,0.1908,0.0,0.0,0.1022,0.477,0.0,0.0,0.0,0.0,0.0,3.6291,0.0,0.2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1536,0.0,0.0,0.2962,0.0,5.928
대구_winter,1.3077,2.2637,0.189,1.8795,0.0,0.0,0.0,0.3838,0.0,0.0,0.0,0.0,3.4538,0.0,1.1587,0.0,0.0,0.0,0.0923,1.6701,0.665,0.1152,0.1421,0.0,0.0,0.0,0.0,0.0,23.5048,0.0,0.0,2.3559,0.4704,0.0,0.1455,0.1061,0.0,0.0,4.3276,0.0,0.9209,0.5063,0.0,4.8779,0.1588,0.0,0.0,0.0,0.0,0.0,0.464,0.0,0.0,0.0,5.8137,0.0,8.1826,0.0,0.0,0.0,10.8208,0.0,0.0,0.3636,0.0,0.0,0.0,0.0,0.0,0.4248,0.0,0.0,0.0,0.1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0969,1.7691,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9737
인천_spring,0.9435,1.5601,2.2583,2.4143,1.443,1.5727,1.3635,0.0,0.0,0.1245,0.0,0.1171,0.0,4.7835,1.9277,0.0,1.8015,0.0,2.2017,4.066,0.0909,0.0,1.7722,0.2323,0.0,1.0792,0.5305,0.336,3.6137,0.0,0.0,1.0018,0.0,0.0,0.0,0.2491,0.0,0.0,0.0,0.0,0.1362,0.0,2.8742,0.0,13.2386,0.2547,0.0,0.0,0.317,0.0,0.7586,0.0,0.0,0.0,0.2294,1.3268,0.0,1.2321,8.2303,0.0,0.1757,0.0,0.4499,0.0,0.0,0.6382,0.0,0.0,0.0,0.0,0.0888,0.0,4.8738,0.1251,1.7695,0.0,0.2973,0.0,0.0,0.0,0.0,1.3933,0.0,0.4972,0.0,0.0,0.111,0.8263,0.0,0.151,0.0,0.0,0.0,1.5202,0.3666,0.2877,0.0,0.1163,0.0,0.0,22.2311
인천_summer,2.7022,2.3352,2.2523,5.9424,0.0,3.2597,0.7862,0.1293,3.9648,0.3372,0.0,1.4345,0.0,0.0,0.5599,0.6541,3.585,0.5961,0.3575,0.0,0.5683,0.0,0.0,8.1068,0.0,0.0,0.7592,0.1618,1.7956,0.0,0.0,0.0,0.0,0.0,0.2651,6.0748,4.658,0.5725,0.0,0.0,1.5336,3.7421,0.2317,2.4294,2.9126,0.0,0.1689,0.4198,0.0,1.7057,1.3244,1.4065,1.1333,0.0,0.0,0.2505,0.5937,0.0,1.1516,2.679,0.0,0.0,0.5112,1.5709,0.0,0.0,0.1556,0.1391,0.0,0.6188,0.0,0.0,0.0,0.0,0.0,0.0,0.9841,0.0998,1.4097,0.0,0.0,0.0,0.0,0.0,1.946,0.0,0.0,0.0934,0.0,0.2392,0.0,0.8196,0.8972,0.0,0.0,1.0543,0.0,0.0,0.0,0.0,15.9198
인천_autumn,6.5772,1.3421,2.8456,1.4896,0.0,0.1802,0.0,0.1302,1.8455,1.078,0.167,0.2363,0.4503,0.2992,0.0,0.7217,0.2289,13.6678,0.1672,0.0,1.647,0.0,0.4737,0.0,0.5053,0.2229,0.0,0.0,0.0,0.0,0.0,0.0,0.4846,0.0,0.0,20.3891,0.9081,0.0,0.0,0.0,0.1275,0.0,0.0873,0.0,0.0,0.5394,0.0,0.0,0.5807,0.9123,0.4858,0.4519,1.3762,0.0,0.5766,0.0,0.0,1.4799,0.0,1.2994,0.1667,0.0,0.1119,0.3508,0.5413,0.3268,0.0,2.4908,0.0,0.0,0.0,0.0,0.5034,0.0,0.1773,0.7246,0.0,0.0,0.2111,0.0,0.0,0.0,0.0,2.9546,0.0,0.7264,0.0,0.0,0.0,0.0,0.0,2.1742,0.0,0.0,1.5636,0.0,0.0,0.0,0.0,0.6071,22.3951
인천_winter,0.784,0.0,3.9425,0.8786,2.6614,0.0,1.7683,0.0967,0.1506,0.0,0.0,1.166,0.0,0.0,0.6268,0.0,2.541,1.8675,1.2577,3.3523,1.4754,0.0,7.9193,0.0,0.274,13.3534,0.0,0.0,0.0855,0.0,0.3091,0.0948,0.2383,0.0,0.0,2.6579,0.0,0.0,0.0,0.0,5.0694,8.4287,2.2614,0.0,1.4559,1.158,0.0,0.0,0.0953,0.0,0.3095,0.0,0.1686,0.0,0.7598,0.0,1.479,0.2179,0.0,0.0,0.0,0.0,0.0,0.4924,0.0,0.1157,6.3828,0.0,0.157,0.8347,0.0,0.2609,0.0,0.0,0.0,0.0,1.5564,0.0,0.0,0.0,1.6857,0.6106,0.0,0.0,1.2703,0.0,0.0,0.2249,0.0,0.0,3.4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,13.96
광주_spring,3.7188,2.5709,0.1698,0.5972,0.0,1.3046,0.2185,8.9849,0.1798,0.0,0.192,1.8202,1.1207,0.1357,3.05,4.0503,0.0,0.0,0.2045,0.0,0.1681,9.5231,0.4333,0.1469,0.0,0.2362,0.0,0.1563,1.591,0.0,0.0,0.2446,0.2622,0.0,0.0,0.0,2.134,0.0,0.0,0.0,0.0,0.0,0.0,17.7235,0.4534,0.538,0.0,0.0,2.536,0.0,0.0898,0.0,0.0,1.7459,0.0,0.7564,0.2333,0.0,0.0,3.5132,0.2267,0.1492,0.0,0.0,0.0,0.0,0.0,0.101,4.0247,0.0,1.7302,0.0,1.4151,0.0,0.0,0.0,1.4734,0.1708,4.9289,0.1551,0.4587,0.0,0.0,0.0,0.0,2.3524,0.0,0.0,0.0,0.0,0.0,0.0,0.4609,0.0,0.0,0.0,0.1237,0.0,0.0,2.8945,8.5317
광주_summer,1.8957,0.2351,1.0373,2.851,1.5053,0.0,0.4263,0.0,1.61,0.9622,5.9178,0.0,0.6138,1.3725,0.4599,0.7801,5.108,0.7349,0.0926,0.0,2.2918,0.4805,0.0,0.1712,0.0,0.1487,13.3356,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,2.4779,5.4347,0.0,18.5391,0.0,0.1527,0.2257,0.0,0.0,0.0,3.4251,0.0,0.0,0.3946,0.0,0.0,0.8833,1.7256,0.9596,0.2544,0.0,0.0,0.0,0.0,1.4965,0.0,1.8824,0.0,0.6446,0.0,4.0041,0.0,1.6067,3.505,0.5185,0.3682,0.0,0.0,0.0,4.0182,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.8174,0.2281,0.0,0.0,1.1216,0.0,0.3938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7718,0.4438,1.4365
광주_autumn,2.0436,0.0,2.1159,1.8777,0.0,0.7931,0.0,0.0,0.2139,0.1744,0.8771,0.0,0.0,0.0,0.0,0.0,0.0,1.7569,14.1093,0.0,0.0,0.1724,0.1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.1107,0.0,0.0,0.0,0.0,2.2562,0.0,0.2128,3.9308,0.0,0.9216,13.3731,9.9826,0.0,0.0,0.1151,0.0,1.1667,0.0,0.0,0.3355,0.0,0.0,0.0,0.0,0.0,0.0,25.462,0.0,0.083,0.1201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.664,0.273,0.0,0.0,0.0,0.4912,0.0,0.0,0.0961,0.0,0.0,0.159,0.0,0.0,0.0,0.1383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2602
광주_winter,1.0958,0.7723,0.9914,1.7034,3.0348,0.0,0.2492,0.1163,0.0,0.0,0.0,0.0,0.4102,0.8805,4.1203,1.5056,0.0,0.3579,0.1493,0.1052,0.0,2.4505,0.2415,0.0,0.0,3.5467,0.0,0.0,0.0,0.0,0.0808,0.0,3.1075,0.0,0.0,0.0,0.0,0.0,0.2155,0.0,2.9168,0.2638,0.2228,1.4991,1.0425,7.0603,0.0,0.9997,0.0,0.0,15.1946,0.0991,0.1509,0.0,3.0311,0.5834,0.2075,0.0,0.0,11.2139,0.0,0.0,6.987,0.0,0.0,0.0,0.0,0.0,0.5529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1958,0.8052,0.0,0.158,0.0,2.0119,0.0,0.0,0.0,0.158,2.6204,0.0972,0.0858,0.0,0.0,0.0,0.1253,0.0,0.1958,0.0,0.0,0.0,0.0,0.0,16.3866
대전_spring,1.1144,0.0,0.0,1.1263,1.0757,0.1093,0.1604,0.338,0.0,0.0,0.0,0.2124,0.0,0.0,0.2089,0.0,0.5646,0.0,0.0,0.0,0.0,1.389,0.123,0.9906,0.0,0.0,0.7066,1.0958,0.0,0.0,0.8319,0.0,0.0,0.0,0.0,21.8139,0.1158,0.0,0.1364,0.0,0.0,0.8451,0.9239,1.5258,0.0,0.0,0.0,0.0,0.1438,0.0,0.0,0.1401,0.0,0.0,10.0987,0.124,0.0,22.2867,0.1368,0.2669,0.0,0.3963,4.2118,0.1779,4.5725,0.0,0.2378,1.0023,0.0,0.1159,0.0,0.6364,0.0985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875,0.0,0.0,0.0,5.2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2121,0.0,0.0,0.5685,13.4192
대전_summer,2.591,1.5647,0.0,0.0,0.0,2.0914,6.898,0.2841,0.0,0.4581,7.1306,2.3833,0.3901,0.6667,0.3927,0.3643,2.4884,0.0,0.1752,0.0,0.0,0.0,0.0,0.0,9.3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6967,0.0,0.0,1.7402,0.0,9.9608,0.0,0.322,0.0,0.0,0.5226,0.0,0.5806,0.5536,0.0,0.3108,0.9494,3.47,3.2621,0.0,0.0,0.0,0.5107,0.2596,0.0,6.0702,0.3327,0.0,1.463,2.6151,0.0,0.1378,0.0,0.2045,0.0,0.0,0.1606,0.0,0.2509,1.4087,0.0,0.0,0.0,0.0,0.0,0.5232,0.6594,0.0,0.0,0.0,0.0,0.0,0.0,7.5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26
대전_autumn,4.347,4.9776,0.0,7.9223,0.0,1.1524,0.0,2.0945,0.124,1.1759,0.0,0.0,0.0,0.0,0.7941,0.44,0.1026,0.2891,0.0,0.0,0.1483,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.1519,0.0,0.0,0.0,0.0,1.517,0.0,6.4409,0.0,2.1934,0.0,0.0,0.0,2.4544,4.0605,0.0,0.0,0.114,4.6548,3.3948,0.0,0.0,0.0,3.9494,1.764,0.1031,0.1078,0.0,0.0,0.1449,2.2632,0.0,0.0,0.0,9.1922,3.1391,0.0,0.0,0.0,0.1383,0.0,4.6637,0.8073,0.0911,0.1215,0.0,0.0,0.0,0.0,3.834,0.0,0.0,0.0,0.1303,0.0,0.0,0.0,5.0773,0.0809,0.0,2.106,0.6233,2.9978,0.0,0.0,0.0,0.0,1.1892,0.0,0.9528,0.0,0.0,6.8833
대전_winter,2.5669,0.8164,0.0,4.4755,0.0,1.0735,0.0,5.1297,2.016,0.1224,0.3061,0.0,0.0,1.4709,0.0,0.9313,0.152,0.0,0.0,0.0,13.2134,0.1084,0.0,0.0,0.0,0.1441,0.0,0.2202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438,0.0,0.0,0.0,0.0,0.7423,0.0,0.0,0.1288,3.9406,0.0,0.0,0.0,0.0,0.1373,13.3279,10.6293,0.0,0.0,0.0938,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8601,0.1202,0.4101,2.6902,0.0,0.8835,0.0,3.5818,0.0,0.1212,0.2552,15.5825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1444,2.4801,0.0,0.0,0.0,0.0,0.0,7.8372
울산_spring,0.0,0.0,1.3767,0.2085,0.0,0.4725,0.1227,0.9994,0.0,0.2056,1.0917,0.0,2.0871,16.0388,0.1617,0.4701,2.245,0.0,0.6642,0.3034,12.3339,0.0,0.0,2.2333,0.0,0.0,0.0,2.3172,0.0,0.2147,0.5343,0.4264,1.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6457,0.1914,0.0,0.0,0.0,1.9106,0.0,0.0,0.0,0.0,0.1043,0.1365,0.0,0.0,8.7018,0.1399,0.0,3.6078,0.2375,0.4742,0.9677,0.0,0.0,0.1637,0.0,1.193,0.0,0.0,0.0,0.0,0.0,0.0,0.3071,0.0,0.0,0.8088,7.3488,0.0,0.0,0.0,0.4266,0.0837,0.0,0.1098,2.0863,0.0,0.0,0.0,0.1779,0.0,0.0,0.0,0.0,1.3587,0.0,0.3961,0.0,0.0,0.0,0.0,22.4197
