sample_id,Acetobacterium,Acetomicrobium,Acidobacterium,Acinetobacter,Actinomyces,Aeromonas,Akkermansia,Alistipes,Aminobacter,Aminobacterium,Aminomonas,Anaerobaculum,Anaerofilum,Anaerolinea,Anaerovorax,Armatimonas,Bacillus,Bacteroides,Bellilinea,Bifidobacterium,Caldicoprobacter,Caldisericum,Candidatus Caldatribacterium,Candidatus Cloacimonas,Candidatus Fermentibacter,Christensenella,Cloacibacillus,Clostridium,Coprothermobacter,Corynebacterium,Defluviitoga,Denitrovibrio,Desulfobulbus,Desulfovibrio,Dysgonomonas,Elusimicrobium,Fastidiosipila,Fermentimonas,Fibrobacter,Flexilinea,Fusobacterium,Garciella,Gelria,Geobacter,Gordonibacter,Kosmotoga,Lactobacillus,Leptolinea,Levilinea,Longilinea,Macellibacteroides,Mesotoga,Methanobacterium,Methanobrevibacter,Methanocorpusculum,Methanoculleus,Methanolinea,Methanomassiliicoccus,Methanoregula,Methanosaeta,Methanosarcina,Methanospirillum,Methanothermobacter,Olsenella,Ornatilinea,Paludibacter,Pelotomaculum,Petrimonas,Petrotoga,Planctomyces,Prevotella,Proteiniclasticum,Proteiniphilum,Pseudomonas,Romboutsia,Ruminococcus,Sedimentibacter,Smithella,Sphaerochaeta,Spirochaeta,Streptococcus,Synergistes,Syntrophaceticus,Syntrophobacter,Syntrophomonas,Syntrophorhabdus,Tannerella,Tepidanaerobacter,Thauera,Thermoanaerobacter,Thermodesulfovibrio,Thermovirga,Treponema,Turicibacter,Victivallis,g__unclassified_root
대구_autumn,1.5114,14.5437,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7606,0.1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2938,0.0,0.0,0.0,0.083,1.2375,0.0,2.3934,0.0,0.0,0.0,0.0,0.0,0.9886,0.0,0.0,0.0,0.1872,0.194,0.0,0.0,0.0,0.2435,0.8118,0.1775,0.0,2.2097,2.502,0.0,0.2041,0.2446,0.0,2.8405,0.0,18.6433,0.0,0.0,7.7934,0.0,0.0878,1.9922,0.0,0.0,0.1101,0.0,0.0,0.0,2.7744,0.0,1.4623,2.8933,0.0,0.0,0.0,0.1719,0.5085,0.0,0.0,0.0,0.1244,2.2831,3.7481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2262,0.0,0.0,13.2432
대구_winter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1064,0.8646,0.0,10.2942,0.5887,0.0,1.2771,1.8068,0.0,0.0,0.1586,0.0,0.0,0.8924,1.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0852,0.0,0.1455,0.0,2.4373,0.0,0.0,0.1403,0.0,0.0,0.0,0.0,21.1514,0.0,0.0,0.0,12.2766,20.4573,0.4985,2.7076,0.0,3.1549,0.0,0.0,3.0461,0.0,0.0,0.1585,0.1538,0.0,2.659,0.0,0.1153,0.2988,0.0,0.0,0.0,0.0,0.0981,0.1547,0.0,0.5384,0.0,0.0,0.0,0.0,1.0871,0.0,0.0,0.0,0.0,0.0,11.5958
인천_spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.0,0.0,0.1178,0.0,0.0,0.121,0.2024,0.1067,0.0,0.0,0.0,0.1349,0.0,0.1457,0.0,0.0,0.4223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1495,0.0,0.199,0.1422,0.0,14.4018,0.0,0.0,0.0,5.0323,12.1887,0.0,0.0,0.0,0.0,0.0,0.1109,0.0,0.0,0.0,0.0,0.0,0.1569,0.0,0.0,0.0,0.0,62.1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.921
인천_summer,0.0,3.2238,0.0,0.25,0.0,0.0,0.2429,0.1376,0.1739,0.0,0.0,3.5296,0.0,0.5409,0.0,0.0,2.233,1.1509,0.0,0.0,0.0,0.0,0.0,1.9754,0.0,0.3777,0.3847,0.3212,0.4601,0.0,0.0,0.0,0.3757,0.0,0.159,0.745,0.0,0.0,0.0,0.2207,0.0,0.1287,0.0,1.2254,0.0,0.0,0.4417,0.0,0.805,1.0654,0.859,0.0,1.9619,0.369,0.4086,21.9952,1.8995,0.3855,0.0,9.4065,5.6511,0.0,0.0,0.0,0.3258,0.0,0.0,0.7933,0.0,0.0,2.4301,0.0,0.2673,0.0,0.0,0.64,0.3463,1.7227,0.0,0.6861,0.0843,0.1392,0.0,0.0,2.9921,2.6776,1.0366,9.6261,0.0,0.0,0.0,0.0,0.9825,0.0,1.0683,11.0771
인천_autumn,0.0,29.216,0.0,0.0,0.0,0.3382,0.0,0.0,0.0,0.2195,0.0,2.224,0.0,1.2179,0.0,0.0,0.0,0.1548,0.0,0.0,0.0,0.0,0.0,0.5602,1.1238,0.1594,0.0,1.2472,0.0,0.0,0.4091,0.0,0.2275,0.0,0.0,6.2117,0.0,0.5189,0.0,0.0,0.0,0.0,0.7406,0.6674,0.0,0.0,0.0,0.8695,1.194,0.3473,0.0,1.5496,0.1699,0.0,0.1262,0.2406,1.4316,1.3795,0.2543,1.2191,2.8788,0.1042,0.1868,2.0213,0.0,0.6069,0.2422,0.0,0.1982,0.0,0.0,1.0942,0.2637,0.4643,0.0,5.3647,2.1321,0.0,0.0,0.5151,0.0,1.44,0.2889,1.5185,0.5129,2.1219,1.5729,0.0,1.508,0.0,1.6693,0.0,0.0,0.0,0.0,19.277
인천_winter,0.0,1.6039,0.0,8.4339,0.0,0.1282,0.0,0.0,0.0,0.0,0.2622,0.0,0.0,0.13,0.0819,0.0,0.109,4.2077,0.0,0.7173,3.7934,0.0,0.0,1.1711,0.1176,1.509,3.5554,0.7561,0.0,1.5558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178,0.0,0.0,0.0,0.0,0.1206,0.2581,0.0,0.0,0.0,0.6607,0.2711,0.0,2.431,0.0,0.0,1.787,1.3621,5.9406,0.1143,0.0,0.0,3.3376,3.947,0.128,0.0,0.0,1.3332,1.3384,10.5148,0.0,0.0,1.3364,6.0266,0.0,0.7073,0.0,0.0963,5.1665,1.4565,0.0942,0.0,0.0,0.0,0.131,8.961,0.235,1.7704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792,0.0,0.0,11.0445
광주_spring,4.7492,0.0,0.0,0.0,0.3187,0.0,0.0,0.0,0.0,5.8497,0.0,1.9559,0.0,0.2091,0.1337,0.0,0.4959,0.0,1.1057,0.0,0.0,0.0,0.0,3.0244,2.9183,0.2041,0.0,3.8401,0.0,0.4405,0.8638,0.1399,0.0,0.0981,0.0,0.0,0.0,2.1623,0.0,0.7597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7402,0.0,1.9365,0.2996,3.7537,0.197,0.2352,0.0,0.1661,0.9043,1.8212,14.3657,0.7546,0.0,0.1898,0.5824,0.2278,18.938,0.0,0.0,0.0,0.2204,0.0,0.4034,0.1075,0.0,0.1033,0.0,0.179,6.6176,0.2247,0.0,0.1394,0.0,2.0254,1.4962,0.0,0.1345,0.0,0.0,0.0,1.191,0.9525,0.0,0.2434,11.5806
광주_summer,0.624,1.8019,0.8242,0.0,0.0,3.0433,0.0,0.0,0.0,1.5856,0.0,4.0102,0.0,0.0,0.0,0.0,0.0,0.1347,0.9482,0.0,0.0,0.0,0.0,1.0267,0.462,0.0,0.3263,0.5724,0.0,0.0,0.0,0.0,0.0,2.4056,0.0,0.0,0.0,0.3465,0.6181,0.0,0.0,0.0,0.0,0.5503,0.0,0.0,5.7758,0.1549,1.2825,0.9607,0.0,0.0,0.0,0.2453,0.0,22.081,0.9396,0.8987,4.9659,8.5602,1.4765,0.0,0.7825,0.0,0.0,1.9477,0.0993,0.0,6.1786,0.2037,0.1964,0.1254,0.0,0.0,0.0,0.7129,1.9166,0.0,0.0,0.0,0.0,1.5557,0.0,0.0,7.9016,2.8949,0.0,0.3414,0.0,7.1149,0.0,0.3883,0.0,0.0,0.0,1.0187
광주_autumn,0.1192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4462,0.0,0.0,0.0,0.247,0.3282,0.0,0.0,0.0,0.1049,0.0,0.0,9.1095,0.0,0.0,0.0,0.2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0914,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,4.603,2.1669,0.3035,0.0,0.0,1.1682,0.1661,0.1154,1.6652,1.807,1.4579,0.0,0.0,0.0,0.0,8.4687,0.0,0.6114,0.0,0.2017,2.8202,0.0,0.0,48.6969,2.1219,0.5753,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,0.0,0.1203,0.0,0.0,0.0,0.0,1.9385,0.0,0.0,0.2109,0.0,0.0,8.8562
광주_winter,1.2949,0.0,0.0,0.0,0.4596,0.1434,0.0,0.0,0.0,0.1381,0.0,0.0,0.0,6.5913,0.0,0.0,0.0,3.0409,0.0,2.1923,0.2585,0.0,2.3665,0.2997,0.0,0.1054,0.0,7.7466,0.0,0.0,0.0,0.0,7.0383,0.0,2.025,0.0,0.0,0.0,0.0,1.2516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5597,0.1327,0.1555,1.5473,0.0,0.0,0.2328,0.0,6.9082,0.0,0.0,0.0,2.9072,2.6432,0.1942,1.5913,0.0,0.1574,6.6497,2.5668,1.5858,0.0,0.0,0.3076,1.1187,0.0849,0.0,0.0,0.9724,0.0,0.0988,1.0246,0.0,0.0,0.0,0.3671,0.0,2.0761,6.3144,0.0,0.0,0.0,0.0999,0.1886,0.0,0.1331,0.0,0.1075,22.3221
대전_spring,0.9454,19.937,0.0,0.0825,0.0,0.0,0.0,0.091,0.0,0.0,0.4496,0.0882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348,0.0,0.0,0.0,4.668,0.4109,0.0,0.1226,0.1747,0.0926,0.0,0.0,0.4106,4.105,0.2571,0.0,0.0,0.0,0.1504,0.0,0.1979,0.0,0.0,0.0,0.0913,0.0,0.0,1.0052,11.158,0.0,0.1273,0.0,0.0,0.2472,0.1873,0.3348,4.7602,0.0,0.0,0.0,2.0702,0.167,0.7624,0.0,0.0,0.0,0.0,0.0,1.4574,0.0,0.0,0.9718,0.0,0.7987,0.0,2.4862,0.0,0.0,0.3037,0.0,0.0,1.3773,0.9252,0.0,14.1768,0.9352,0.1431,0.0,0.7566,2.7991,0.2141,0.0,0.0,0.0,0.0,0.0,18.9256
대전_summer,0.0,0.0,0.0,0.8661,0.3745,0.0,0.0,0.4996,0.0,0.0,0.3843,1.9295,0.0,2.5334,0.0,0.0,0.0,0.3604,0.0,0.0,0.0,0.0,9.9086,0.0,0.0,0.326,0.1796,2.8977,0.0,0.0,2.3496,0.0,2.4249,3.1325,0.0,0.0,0.525,0.3265,0.0,0.4965,0.0,0.0,13.0791,0.0,0.0,0.0,0.0,0.0,0.0,6.8803,0.0,0.0,1.2074,5.3316,1.079,0.0,0.0,1.2041,11.1688,1.3748,0.7449,0.1117,0.654,0.0,0.2053,0.707,0.0,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1596,0.0,0.4768,0.0,0.0,0.2246,0.0,2.5833,0.8739,0.905,0.0,0.1981,6.1842,0.0,0.0,0.0,0.0,0.0,13.7197
대전_autumn,0.0,7.4818,0.0,0.0,0.0,0.0,0.9433,6.4116,3.4381,0.0,0.0,0.0,0.0,0.0,0.0,0.8789,0.1754,0.0,0.0,0.0944,0.0,0.0,0.0867,3.9336,0.0,0.0,0.9245,0.7243,0.5748,0.0,0.0,0.0,10.2897,0.0,1.4126,0.0,1.5103,0.0,5.4638,0.0,0.0,0.0,0.0,5.8604,0.0,0.0,0.0,0.1177,2.0225,3.5036,0.0,0.0,0.7308,0.0,0.0,1.9138,0.0909,1.9475,0.0,1.5347,3.2071,1.2823,0.0,0.0,0.0,0.1082,0.9067,0.095,0.0,5.1062,3.8188,0.1672,12.72,0.0,0.0,0.1021,0.1141,1.0173,2.7578,0.1122,0.0,0.0,0.0,0.1491,0.3972,0.0,0.0,0.0,0.0,0.0,0.0,0.9302,0.0,0.0,0.0,4.9428
대전_winter,0.0,0.0,0.0,0.1619,1.7747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3519,0.0,0.1025,0.0,16.3481,0.0,0.0,0.0,34.6263,0.0,0.0,0.0,0.0,0.0,0.0931,1.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1039,3.4914,0.0,0.0,0.9608,0.0,0.0,0.2124,2.0048,0.0,0.1104,0.0,0.0,4.3015,0.0947,0.1798,0.0811,0.0,0.0,0.0,1.7336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5797,0.2154,2.4072,0.0,0.2362,0.0,0.0,8.0746,0.0,0.0,0.0,0.0,0.0,0.0,2.0605,0.0,0.1961,0.0,0.0,6.3794
울산_spring,0.0,0.0,0.0,0.0,0.0,1.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,0.2916,0.0,0.0,0.6753,0.0,0.0,0.13,1.6612,0.0,1.393,0.0,0.5289,0.0,32.442,0.4737,0.2924,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613,0.1003,0.0,0.0,0.0,0.0807,0.0,0.0,0.0,3.713,0.0,0.0,0.0,0.6107,0.9333,0.1769,0.0,0.0,0.0811,0.1209,0.6302,0.0,0.5374,1.8343,1.8424,0.1057,0.0,1.6804,0.0,0.0,0.0,0.0,0.1093,0.8268,0.0,1.8086,1.0568,0.0,6.7482,0.0,0.0,0.0,2.8577,0.0,0.0,1.8534,1.6921,0.1536,0.0,1.7643,0.0,0.0,0.0,0.0,6.8328,0.1739,0.0,21.893
울산_summer,2.2625,0.0,0.0,0.0,0.0,0.0,0.5003,0.0,0.0,0.1575,0.0,0.0,0.0,0.0,0.1012,0.0,0.0,0.0,0.34,0.0,0.5579,0.2566,0.0,0.2026,0.0,0.1511,0.6874,61.9728,0.0,0.2362,0.0,0.2117,0.0,0.0,0.0,0.0,0.179,0.0,0.1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6914,0.0,0.0,2.6702,0.2284,0.0,0.0936,0.0,0.0,1.0538,0.0,0.0,0.1094,0.0,0.5683,2.2151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1044,0.0,0.0,0.0,0.0,2.4151,0.3976,0.0,0.0,0.0,0.0856,0.4752,0.0,0.2922,0.0,1.1983,0.0,0.0,0.0,4.749,0.0,0.0,0.1266,0.359,0.0,7.2242
울산_autumn,0.0,0.097,0.0,0.0,0.0,1.48,2.7521,0.0,0.0,0.0,0.0,0.0,0.0,1.6409,0.2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398,1.5173,0.0,0.0,0.2508,0.0,0.0,0.1209,0.0,0.1897,0.0,3.087,0.1503,0.6607,0.0,0.0,0.0,0.0,0.0,0.3172,0.0,0.0,0.0,0.0,0.0,4.9745,0.0,0.0,0.0,2.4085,3.9207,0.0,0.1255,0.0855,0.0,0.0,0.5842,3.8117,1.4384,0.0,0.0,0.0,0.0,0.1744,0.0,0.0,6.6156,0.1188,0.0,0.0,0.0,0.0849,0.0,9.6727,0.0,0.0,0.0,5.1595,0.0,0.0,0.113,0.4626,0.9014,0.0,0.0,0.0,0.0,0.0,0.0,0.1812,0.0,0.0,46.5369
울산_winter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522,0.0,0.0,0.0,0.0,0.1289,0.1387,0.0,0.0,0.665,0.0,0.0,0.2892,4.2089,0.0,0.0,5.4932,0.7929,4.2662,0.0814,3.9363,0.0,0.0,2.8278,0.0,0.0,0.1697,0.468,0.0,0.3221,2.0258,0.0,0.0,0.0,0.0,0.2106,0.169,0.0,2.4475,0.0,0.0,0.0,0.0,0.0,5.6981,0.099,1.6652,0.5758,0.1991,0.0,0.0,0.0,0.0,0.3419,0.371,0.8615,0.0,0.1024,0.0,0.0,2.2147,0.0,0.0,2.0453,0.0,0.0,0.0,0.0,0.0,0.0,0.1377,0.0,0.0,0.0,17.5879,0.1297,0.0,0.391,0.0,0.0,2.4243,0.0,0.0,0.0,0.0,0.2735,0.081,0.1215,35.8859
수원_spring,0.0,0.1274,0.2445,0.2344,0.0,0.0,0.3017,0.0,0.0,0.0,0.0,1.2383,0.0,8.142,0.0,0.0,0.4296,3.3166,5.6896,0.0,0.8187,1.195,0.0,0.8854,0.3904,2.6071,0.2815,0.1886,0.0,0.0,0.0941,0.0,1.9957,0.0,0.0,0.0,0.0,0.3011,0.0,1.6251,0.0,2.5761,0.0,0.1104,0.0,0.0,2.3382,0.2913,2.8983,0.8422,0.2422,2.0683,0.0,0.0,0.1,0.6049,0.0,2.2251,0.0,3.4949,0.4772,0.4052,0.0,0.0,0.0,0.2042,0.2181,7.147,0.0,0.0,0.173,1.2227,0.5749,0.0,0.4395,0.1077,3.6601,0.4286,1.6187,0.0,2.6136,0.9749,0.0,0.0,0.5571,1.2718,0.0,0.0,0.1051,5.2709,0.0,0.0,2.4077,0.0,0.5613,21.6621
