sample_id,Methanosaeta concilii,Methanosarcina barkeri,Methanosarcina mazei,Methanoculleus bourgensis,Methanoculleus marisnigri,Methanobacterium formicicum,Methanobrevibacter smithii,Methanospirillum hungatei,Methanolinea tarda,Methanomassiliicoccus luminyensis,Methanoregula boonei,Methanocorpusculum labreanum,Methanothermobacter thermautotrophicus,Clostridium butyricum,Clostridium thermocellum,Syntrophomonas wolfei,Syntrophomonas zehnderi,Ruminococcus albus,Christensenella minuta,Caldicoprobacter oshimai,Sedimentibacter hydroxybenzoicus,Acetobacterium woodii,Syntrophaceticus schinkii,Tepidanaerobacter acetatoxydans,Gelria glutamica,Pelotomaculum thermopropionicum,Lactobacillus acidophilus,Streptococcus bovis,Bacillus subtilis,Turicibacter sanguinis,Romboutsia ilealis,Anaerovorax odorimutans,Proteiniclasticum ruminis,Fastidiosipila sanguinis,Garciella nitratireducens,Acetomicrobium mobile,Anaerobaculum mobile,Aminobacter aminovorans,Thermoanaerobacter siderophilus,Anaerofilum agile,Bacteroides graminisolvens,Prevotella ruminicola,Proteiniphilum acetatigenes,Petrimonas sulfuriphila,Macellibacteroides fermentans,Paludibacter propionicigenes,Alistipes finegoldii,Dysgonomonas mossii,Fermentimonas caenicola,Tannerella forsythia,Anaerolinea thermophila,Longilinea arvoryzae,Levilinea saccharolytica,Bellilinea caldifistulae,Leptolinea tardivitalis,Flexilinea flocculi,Ornatilinea apprima,Syntrophobacter fumaroxidans,Smithella propionica,Syntrophorhabdus aromaticivorans,Pseudomonas putida,Desulfovibrio vulgaris,Desulfobulbus propionicus,Geobacter sulfurreducens,Thauera aromatica,Aeromonas hydrophila,Acinetobacter johnsonii,Synergistes jonesii,Aminobacterium colombiense,Cloacibacillus evryensis,Thermovirga lienii,Aminomonas paucivorans,Defluviitoga tunisiensis,Kosmotoga olearia,Petrotoga mobilis,Mesotoga prima,Treponema primitia,Sphaerochaeta globosa,Spirochaeta caldaria,Actinomyces bovis,Corynebacterium glutamicum,Bifidobacterium longum,Gordonibacter pamelaeae,Olsenella uli,Ca. Cloacimonas acidaminovorans,Ca. Cloacimonas W5,Ca. Caldatribacterium californiense,Fusobacterium nucleatum,Fibrobacter succinogenes,Akkermansia muciniphila,Planctomyces limnophilus,Elusimicrobium minutum,Victivallis vadensis,Caldisericum exile,Thermodesulfovibrio yellowstonii,Coprothermobacter proteolyticus,Denitrovibrio acetiphilus,Armatimonas rosea,Acidobacterium capsulatum,Ca. Fermentibacter daniensis,unidentified
대구_autumn,0.0,0.2596,7.5338,2.8405,0.0,0.2041,0.2446,0.0,0.0,18.6433,0.0,0.0,0.0878,0.083,0.0,0.4558,3.2923,0.0,0.0,0.0,0.0,1.5114,0.1244,0.0,0.0,0.1101,0.8118,0.0,0.0,0.0,0.0,0.1517,0.0,0.9886,0.194,14.5437,0.0,0.0,0.0,0.0,0.0,2.7744,1.4623,0.0,2.502,0.0,0.0,0.0,0.0,0.0,12.7606,2.2097,0.0,0.0,0.1775,0.0,0.0,2.2831,0.1719,0.0,2.8933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3934,0.2435,0.0,0.0,0.2262,0.5085,0.0,0.0,0.0,0.0,0.0,1.9922,0.0,0.2938,0.0,0.1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2375,0.0,0.0,0.359,0.0,13.2432
대구_winter,12.2766,20.2961,0.1612,21.1514,0.0,0.0,0.0,0.4985,0.0,0.0,0.0,0.0,2.7076,0.0,1.051,0.5384,0.0,0.1153,0.0,1.8068,0.2988,0.0,0.1547,0.0,0.0,0.0,0.0,0.0,10.2942,0.0,0.0,0.8646,0.1538,0.0,0.0,0.0,0.0,0.0,1.0871,0.0,0.5887,0.1585,0.0,3.0461,0.1403,0.0,0.0,0.0,0.0,0.0,0.1064,0.0,0.0,0.0,2.4373,0.0,3.1549,0.0,0.0,0.0,2.659,0.0,0.0,0.0852,0.0,0.0,0.0,0.0981,0.0,0.8924,0.0,0.0,0.0,0.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2771,0.0,0.0,0.1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5958
인천_spring,5.0323,12.0701,0.1186,14.2608,0.141,0.199,0.1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457,0.0,0.0976,0.0,0.1349,0.2024,0.0,0.0,0.0,0.0,0.0,0.1109,0.0,0.0,0.1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1569,0.0,2.1495,0.0,0.0,0.0,0.0,0.0,0.1096,0.0,0.0,0.0,0.0,0.097,0.0,0.0,62.1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067,0.0,0.0,0.0,0.0,0.0,0.0,1.921
인천_summer,9.4065,3.7377,1.9134,21.9952,0.0,1.9619,0.369,0.0,1.8995,0.3855,0.0,0.4086,0.0,0.0,0.3212,0.9137,2.0784,0.64,0.3777,0.0,0.3463,0.0,0.0,9.6261,0.0,0.0,0.4417,0.0843,2.233,0.0,0.0,0.0,0.0,0.0,0.1287,3.2238,3.5296,0.1739,0.0,0.0,1.1509,2.4301,0.2673,0.7933,0.859,0.0,0.1376,0.159,0.0,1.0366,0.5409,1.0654,0.805,0.0,0.0,0.2207,0.3258,0.0,1.7227,2.6776,0.0,0.0,0.3757,1.2254,0.0,0.0,0.25,0.1392,0.0,0.3847,0.0,0.0,0.0,0.0,0.0,0.0,0.9825,0.0,0.6861,0.0,0.0,0.0,0.0,0.0,1.9754,0.0,0.0,0.0,0.0,0.2429,0.0,0.745,1.0683,0.0,0.0,0.4601,0.0,0.0,0.0,0.0,11.0771
인천_autumn,1.2191,0.478,2.4008,0.2406,0.0,0.1699,0.0,0.1042,1.4316,1.3795,0.2543,0.1262,0.1868,1.2472,0.0,0.2349,0.278,5.3647,0.1594,0.0,2.1321,0.0,0.2889,0.0,0.7406,0.2422,0.0,0.0,0.0,0.0,0.0,0.0,1.0942,0.0,0.0,29.216,2.224,0.0,0.0,0.0,0.1548,0.0,0.2637,0.0,0.0,0.6069,0.0,0.0,0.5189,1.5729,1.2179,0.3473,1.194,0.0,0.8695,0.0,0.0,1.5185,0.0,2.1219,0.4643,0.0,0.2275,0.6674,1.508,0.3382,0.0,1.44,0.2195,0.0,0.0,0.0,0.4091,0.0,0.1982,1.5496,0.0,0.0,0.5151,0.0,0.0,0.0,0.0,2.0213,0.0,0.5602,0.0,0.0,0.0,0.0,0.0,6.2117,0.0,0.0,1.6693,0.0,0.0,0.0,0.0,1.1238,19.277
인천_winter,3.3376,0.0,3.947,5.0413,0.8993,0.0,1.787,0.128,0.1143,0.0,0.0,1.3621,0.0,0.0,0.7561,0.1169,1.6535,5.1665,1.509,3.7934,1.4565,0.0,8.961,0.0,0.1206,10.5148,0.0,0.0,0.109,0.0,0.0963,0.0819,0.0,0.0,0.0,1.6039,0.0,0.0,0.0,0.0,4.2077,6.0266,0.7073,0.0,2.431,1.3384,0.0,0.0,0.1178,0.0,0.13,0.0,0.2711,0.0,0.6607,0.0,1.3332,0.235,0.0942,0.0,0.0,0.0,0.0,0.2581,0.0,0.1282,8.4339,0.131,0.0,3.5554,0.0,0.2622,0.0,0.0,0.0,0.0,1.1792,0.0,0.0,0.0,1.5558,0.7173,0.0,0.0,1.1711,0.0,0.0,0.0,0.0,0.0,1.3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176,11.0445
광주_spring,0.9043,1.6961,0.1251,0.197,0.0,1.9365,0.2996,14.3657,0.2352,0.0,0.1661,3.7537,0.7546,0.2996,3.5405,2.0254,0.0,0.0,0.2041,0.0,0.1033,4.7492,0.1394,0.1345,0.0,0.2278,0.0,0.2247,0.4959,0.0,0.1075,0.1337,0.2204,0.0,0.0,0.0,1.9559,0.0,0.0,0.0,0.0,0.0,0.0,18.938,0.7402,0.5824,0.0,0.0,2.1623,0.0,0.2091,0.0,0.0,1.1057,0.0,0.7597,0.1898,0.0,0.0,1.4962,0.4034,0.0981,0.0,0.0,0.0,0.0,0.0,0.0,5.8497,0.0,1.191,0.0,0.8638,0.0,0.0,0.0,0.9525,0.179,6.6176,0.3187,0.4405,0.0,0.0,0.0,0.0,3.0244,0.0,0.0,0.0,0.0,0.0,0.0,0.2434,0.0,0.0,0.0,0.1399,0.0,0.0,2.9183,11.5806
광주_summer,8.5602,0.7069,0.7696,21.2292,0.8518,0.0,0.2453,0.0,0.9396,0.8987,4.9659,0.0,0.7825,0.1912,0.3812,3.1007,4.8009,0.7129,0.0,0.0,1.9166,0.624,0.0,0.3414,0.0,0.0993,5.7758,0.0,0.0,0.0,0.0,0.0,0.1254,0.0,0.0,1.8019,4.0102,0.0,7.1149,0.0,0.1347,0.1964,0.0,0.0,0.0,1.9477,0.0,0.0,0.3465,0.0,0.0,0.9607,1.2825,0.9482,0.1549,0.0,0.0,0.0,0.0,2.8949,0.0,2.4056,0.0,0.5503,0.0,3.0433,0.0,1.5557,1.5856,0.3263,0.3883,0.0,0.0,0.0,6.1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8682,0.1585,0.0,0.0,0.6181,0.0,0.2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8242,0.462,1.0187
광주_autumn,1.807,0.1274,1.3305,1.1682,0.0,0.3035,0.0,0.0,0.1661,0.1154,1.6652,0.0,0.0,0.0,0.0,0.1203,0.0,0.5753,9.1095,0.0,0.0,0.1192,0.1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1219,0.0,0.0,0.0914,0.0,0.0,0.0,0.0,1.9385,0.0,0.247,2.8202,0.0,0.6114,4.603,8.4687,0.0,0.0,0.0,0.0,1.4462,0.0,0.0,0.3282,0.0,0.0,0.0,0.0,0.0,0.0,48.6969,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1669,0.2109,0.0,0.0,0.0,0.2096,0.0,0.0,0.0,0.0,0.0,0.1049,0.0,0.0,0.0,0.2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8562
광주_winter,2.9072,1.1793,1.4639,5.0093,1.8989,0.0,0.2328,0.1942,0.0,0.0,0.0,0.0,1.5913,0.7013,7.0453,2.0761,0.0,0.9724,0.1054,0.2585,0.0,1.2949,0.3671,0.0,0.0,2.5668,0.0,0.0,0.0,0.0,0.0,0.0,1.1187,0.0,0.0,0.0,0.0,0.0,0.0999,0.0,3.0409,0.3076,0.0849,1.5858,1.5473,6.6497,0.0,2.025,0.0,0.0,6.5913,0.1555,0.1327,0.0,2.5597,1.2516,0.1574,0.0,0.0988,6.3144,0.0,0.0,7.0383,0.0,0.0,0.1434,0.0,0.0,0.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1331,1.0246,0.0,0.4596,0.0,2.1923,0.0,0.0,0.0828,0.2169,2.3665,0.0,0.0,0.0,0.0,0.0,0.1075,0.0,0.1886,0.0,0.0,0.0,0.0,0.0,22.3221
대전_spring,2.0702,0.167,0.0,3.2683,1.4919,0.2472,0.1873,0.7624,0.0,0.0,0.0,0.3348,0.0,0.0,0.1747,0.149,0.7862,0.0,0.0,0.0,0.0,0.9454,0.0,0.7566,0.0,0.0,1.0052,1.3773,0.0,0.0,2.4862,0.0,0.0,0.0,0.0,19.937,0.0882,0.0,0.2141,0.0,0.0,0.9718,0.7987,1.4574,0.0,0.0,0.091,0.0,0.1504,0.0,0.0,0.1273,0.0,0.0,11.158,0.1979,0.0,14.1768,0.3037,0.1431,0.0,0.2571,4.105,0.0913,2.7991,0.0,0.0825,0.9252,0.0,0.1226,0.0,0.4496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348,0.0,0.0,0.0,4.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0926,0.4106,0.0,0.0,0.4109,18.9256
대전_summer,1.3748,0.616,0.1289,0.0,0.0,1.2074,5.3316,0.1117,0.0,1.2041,11.1688,1.079,0.654,2.5261,0.3716,0.1541,2.4292,0.0,0.326,0.0,0.0,0.0,0.2246,0.0,13.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,1.9295,0.0,6.1842,0.0,0.3604,0.0,0.0,0.412,0.0,0.707,0.4996,0.0,0.3265,0.905,2.5334,6.8803,0.0,0.0,0.0,0.4965,0.2053,0.0,1.1596,0.8739,0.0,3.1325,2.4249,0.0,0.1981,0.0,0.8661,0.0,0.0,0.1796,0.0,0.3843,2.3496,0.0,0.0,0.0,0.0,0.0,0.4768,0.3745,0.0,0.0,0.0,0.0,0.0,0.0,9.9086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7197
대전_autumn,1.5347,3.2071,0.0,1.7953,0.1185,0.7308,0.0,1.2823,0.0909,1.9475,0.0,0.0,0.0,0.0,0.7243,0.2639,0.1333,0.1021,0.0,0.0,0.1141,0.0,0.0,0.0,0.0,0.9067,0.0,0.0,0.1754,0.0,0.0,0.0,0.1672,1.5103,0.0,7.4818,0.0,3.4381,0.0,0.0,0.0,3.8188,12.72,0.095,0.0,0.1082,6.4116,1.4126,0.0,0.0,0.0,3.5036,2.0225,0.0,0.1177,0.0,0.0,0.1491,1.0173,0.0,0.0,0.0,10.2897,5.8604,0.0,0.0,0.0,0.0,0.0,0.9245,0.9302,0.0,0.0,0.0,0.0,0.0,0.0,2.7578,0.1122,0.0,0.0,0.0944,0.0,0.0,0.0,3.9336,0.0867,0.0,5.4638,0.9433,5.1062,0.0,0.0,0.0,0.0,0.5748,0.0,0.8789,0.0,0.0,4.9428
대전_winter,0.0,0.0,0.0,0.2124,0.0,0.9608,0.0,4.3015,2.0048,0.0,0.1104,0.0,0.0947,34.6263,0.0,0.0,0.0,0.0,0.0,0.0,8.5797,0.0,0.0,0.0,0.0,0.0,0.0,0.2362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118,0.0,0.0,0.0,3.4914,0.1039,0.0,0.0,0.0,0.0811,8.0746,0.2154,0.0,0.0,0.0931,0.0,0.0,0.0,0.0,0.1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7336,0.0,0.1961,2.4072,0.0,1.7747,0.0,4.3519,0.0,0.1798,0.2642,16.0839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025,2.0605,0.0,0.0,0.0,0.0,0.0,6.3794
울산_spring,0.0,0.0,0.5374,0.0,0.0,0.9333,0.1769,1.8343,0.0811,0.1209,0.6302,0.0,1.8424,32.1838,0.2582,0.1814,1.5107,0.0,0.5289,0.13,6.7482,0.0,0.0,1.7643,0.0,0.0,0.0,2.8577,0.0,0.1739,1.0568,0.2916,0.8268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6753,0.1093,0.0,0.0,0.0,1.6804,0.0,0.0,0.0,0.0,0.2009,0.0,0.0,0.0,3.713,0.1003,0.0,1.8534,0.0,0.1536,1.8086,0.0,0.0,0.0807,0.0,1.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.0,0.0,0.6107,6.8328,0.0,0.0,0.0,0.2924,0.0,0.0,0.1057,1.393,0.0,0.0,0.0,0.2613,0.0,0.0,0.0,0.0,1.6612,0.0,0.4737,0.0,0.0,0.0,0.0,21.893
