date,pH,온도,VFA_ALK,FAN,TAN,알칼리도,VFA,OLR,HRT,온도변화,CH4함량,수율,예측이탈,종합,관측지표수,소화조_pH,소화조_온도,yield
2018-01-30,0.0,0.0,0.1993970985367079,,,,,1.4408625,0.0,0.0,0.0,2.0,0.0,2.0,9,7.93,38.1,0.5479103661869195
2018-01-31,0.0,0.0,0.19371274754854836,,,,,1.503,0.0,0.0,0.0,2.0,0.0,2.0,9,7.84,37.84999999999999,0.5229018629407851
2018-02-01,0.0,0.0,0.19940398218496203,,,,,1.47925,0.0,0.0,0.0,2.0,0.0,2.0,9,7.845,38.0,0.5310251816799054
2018-02-02,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-03,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-04,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-05,0.0,0.0,0.20060947934902418,307.8342853648109,,,,0.983225,0.0,,0.0,2.0,0.0,2.0,8,7.96,38.25,0.5169138549162196
2018-02-06,0.0,0.0,0.19764021440711205,,,,,0.9652499999999999,0.0,0.0,0.0,2.0,0.0,2.0,9,7.84,37.95,0.5891240611240612
2018-02-07,0.0,0.0,0.20398891609743525,,,,,1.158,0.0,0.0,0.0,2.0,0.0,2.0,9,7.975,37.95,0.5743675518134714
2018-02-08,0.0,0.0,0.19999355587060189,,,,,1.251775,0.0,0.0,0.0,2.0,0.0,2.0,9,7.83,37.65000000000001,0.5755013880289988
2018-02-09,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-10,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-11,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-12,0.0,0.0,0.2112102404965089,215.6716582861234,,,,0.8079625,0.0,,0.0,3.0,0.0,3.0,8,7.83,38.15000000000001,0.48658786762999523
2018-02-13,0.0,0.0,0.19661416820761335,,,,,1.38225,0.0,0.0,0.0,2.0,0.0,2.0,9,7.88,37.95,0.515280701754386
2018-02-14,0.0,0.0,0.19887237314197848,,,,,0.988,0.0,0.0,0.0,2.0,0.0,2.0,9,7.995,38.1,0.5043453947368421
2018-02-15,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-16,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-17,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-18,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-19,0.0,0.0,0.2026922829788601,254.88567489400597,,,,1.40125,0.0,,0.0,3.0,0.0,3.0,8,7.875,38.0,0.3866079393398751
2018-02-20,0.0,0.0,0.3007820042479243,,,,,1.257075,0.0,0.0,0.0,3.0,0.0,3.0,9,7.835,37.95,0.4567970288168963
2018-02-21,0.0,0.0,0.2123676489348131,,,,,1.1398499999999998,0.0,0.0,0.0,2.0,0.0,2.0,9,7.92,37.84999999999999,0.506848269509146
2018-02-22,0.0,0.0,0.19871205151793928,,,,,0.6071,0.0,0.0,,0.0,3.0,3.0,8,7.845,38.05,3.99359887168506
2018-02-23,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-24,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-25,,,,,,,,,0.0,,,,,0.0,1,,,
2018-02-26,0.0,0.0,0.2035967019411803,,,,,1.3805999999999998,0.0,,0.0,3.0,3.0,3.0,8,7.824999999999999,37.8,0.4853803147182385
2018-02-27,0.0,0.0,0.2064501402204396,,,,,1.3966875,0.0,0.0,0.0,2.0,0.0,2.0,9,8.02,38.05,0.5364019331453888
2018-02-28,0.0,0.0,0.20511159340481358,,,,,0.8386874999999999,0.0,0.0,0.0,0.0,0.0,0.0,9,7.875,38.15000000000001,0.9777785975109922
2018-03-01,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-02,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-03,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-04,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-05,0.0,0.0,0.20476221371569453,375.6558259571855,,,,1.6272,0.0,,0.0,1.0,0.0,1.0,8,8.05,37.9,0.6123870759587021
2018-03-06,1.0,0.0,0.2057150330216439,,,,,0.8565,0.0,0.0,0.0,0.0,0.0,1.0,9,8.1,38.05,0.8537819614711031
2018-03-07,0.0,0.0,0.2091896845136798,,,,,1.4148,0.0,0.0,0.0,1.0,0.0,1.0,9,8.07,38.0,0.6420211337291489
2018-03-08,0.0,0.0,0.20892323678399793,,,,,1.5205499999999998,0.0,0.0,0.0,2.0,0.0,2.0,9,8.015,38.0,0.5635851336687383
2018-03-09,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-10,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-11,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-12,0.0,0.0,0.2303956952555942,223.63591336089658,,,,1.34945,0.0,,0.0,0.0,2.0,2.0,8,7.79,37.95,0.8940516506724963
2018-03-13,0.0,0.0,0.21289179977277284,,,,,1.5675,0.0,0.0,0.0,0.0,0.0,0.0,9,7.835,38.0,0.8219886363636363
2018-03-14,0.0,0.0,0.20042138530418752,,,,,1.7334,0.0,0.0,0.0,0.0,0.0,0.0,9,7.885,38.15000000000001,0.8225781700703818
2018-03-15,0.0,0.0,0.2083194007891393,,,,,1.564125,0.0,0.0,0.0,0.0,0.0,0.0,9,7.895,37.95,0.8253731719012227
2018-03-16,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-17,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-18,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-19,0.0,0.0,0.19423102397668565,232.4305872567751,,,,0.285675,0.0,,,,,0.0,5,7.81,38.2,
2018-03-20,0.0,0.0,0.19673891162853116,,,,,1.2650625,0.0,0.0,,,,0.0,6,7.9,38.0,
2018-03-21,0.0,0.0,0.20651450625499068,,,,,1.8981,0.0,0.0,,,,0.0,6,7.845000000000001,38.0,
2018-03-22,0.0,0.0,0.2136585687879588,,,,,1.3383125,0.0,0.0,,,,0.0,6,7.915,37.95,
2018-03-23,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-24,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-25,,0.0,,,,,,,0.0,,,,,0.0,2,,38.075,
2018-03-26,0.0,0.0,0.20651601001449466,217.10862758309577,,,,1.5112125,0.0,0.0,,,,0.0,6,7.81,37.91666666666666,
2018-03-27,0.0,0.0,0.2116466927100576,,,,,2.4219,0.0,0.0,,,,0.0,6,7.83,38.01666666666667,
2018-03-28,0.0,0.0,0.20966464219698971,,,,,1.327375,0.0,0.0,,,,0.0,6,7.83,38.05,
2018-03-29,0.0,0.0,0.20973561634848784,,,,,2.754,0.0,0.0,,,,1.0,6,7.85,37.95,
2018-03-30,,,,,,,,,0.0,,,,,0.0,1,,,
2018-03-31,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-01,,0.0,,,,,,,0.0,,,,,0.0,2,,38.0,
2018-04-02,0.0,0.0,0.203670575763599,238.69455913170847,,,,1.660725,0.0,0.0,0.0,2.0,0.0,2.0,9,7.92,38.03333333333333,0.5623232323232322
2018-04-03,0.0,0.0,0.20462209878992263,,,,,1.131,0.0,0.0,0.0,0.0,0.0,0.0,9,7.83,37.98333333333333,0.7234331896551723
2018-04-04,0.0,0.0,0.20193128818235564,,,,,1.1807250000000002,0.0,0.0,0.0,2.0,0.0,2.0,9,7.84,38.0,0.5879396133731394
2018-04-05,0.0,0.0,0.20613627307743393,,,,,0.9569999999999999,0.0,0.0,0.0,1.0,0.0,1.0,9,7.800000000000001,38.1,0.6253845350052248
2018-04-06,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-07,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-08,,0.0,,,,,,,0.0,,,,,0.0,2,,37.975,
2018-04-09,0.0,0.0,0.20474180571127085,251.842960071223,,,,0.7595,0.0,0.0,0.0,1.0,0.0,1.0,9,7.845000000000001,38.01666666666667,0.6173638084265964
2018-04-10,0.0,0.0,0.20910952569692165,,,,,0.8994999999999999,0.0,0.0,0.0,2.0,0.0,2.0,9,7.835,38.01666666666667,0.583750972762646
2018-04-11,,0.0,,,,,,,0.0,0.0,,,,0.0,3,,37.975,
2018-04-12,0.0,0.0,0.20375457875457875,,,,,1.102875,0.0,0.0,0.0,2.0,0.0,2.0,9,7.875,37.96666666666666,0.5655367222033323
2018-04-13,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-14,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-15,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-16,0.0,0.0,0.20847468684759918,246.32596233652308,,,,0.75485,0.0,,0.0,1.0,0.0,1.0,8,7.84,38.0,0.6428876597999602
2018-04-17,0.0,0.0,0.2073051312181747,,,,,1.2096000000000002,0.0,0.0,0.0,2.0,0.0,2.0,9,7.85,38.0,0.566032986111111
2018-04-18,0.0,0.0,0.19741779558608408,,,,,1.1236875,0.0,0.0,0.0,2.0,0.0,2.0,9,7.865,37.9,0.5640407697869736
2018-04-19,0.0,0.0,0.1972628145684776,,,,,1.2123,0.0,2.0,0.0,2.0,0.0,2.0,9,7.855,36.65,0.5680616390332427
2018-04-20,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-21,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-22,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-23,0.0,0.0,0.20414068025461327,317.39682414242264,,,,0.9843000000000001,0.0,,0.0,1.0,0.0,1.0,8,7.975,38.25,0.6036635172203597
2018-04-24,0.0,0.0,0.20838984692888976,,,,,1.3222125,0.0,0.0,0.0,2.0,0.0,2.0,9,7.890000000000001,38.0,0.5380359624493037
2018-04-25,0.0,0.0,0.20894196604816423,,,,,1.4067,0.0,0.0,0.0,2.0,0.0,2.0,9,7.875,38.0,0.5317775645126892
2018-04-26,1.0,0.0,0.21022166677629414,,,,,1.4390999999999998,0.0,0.0,0.0,2.0,0.0,2.0,9,8.125,38.05,0.5590329893683552
2018-04-27,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-28,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-29,,,,,,,,,0.0,,,,,0.0,1,,,
2018-04-30,0.0,0.0,0.18881659473040005,347.28533969669894,,,,1.3584375,0.0,,0.0,0.0,0.0,0.0,8,8.035,37.95,0.7251482401656315
2018-05-01,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-02,0.0,0.0,0.1831260748776293,,,,,1.5002,0.0,,0.0,2.0,0.0,2.0,8,7.92,37.95,0.5779289844687375
2018-05-03,0.0,0.0,0.19862253557905732,,,,,1.7253,0.0,0.0,0.0,2.0,0.0,2.0,9,8.065000000000001,37.75,0.5648035124326205
2018-05-04,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-05,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-06,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-07,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-08,0.0,0.0,0.1988573654482893,,,,,1.4060875000000002,0.0,,0.0,0.0,3.0,3.0,8,7.96,38.09999999999999,1.1444314454114697
2018-05-09,0.0,0.0,0.1978368634520054,,,,,1.3775875000000002,0.0,0.0,0.0,0.0,0.0,0.0,9,7.970000000000001,38.15,0.9556327184298637
2018-05-10,0.0,0.0,0.20081863180606677,,,,,1.19325,0.0,0.0,0.0,0.0,1.0,1.0,9,7.95,38.05,0.8571439346323069
2018-05-11,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-12,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-13,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-14,0.0,0.0,0.20067235583139384,,,,,0.699975,0.0,,0.0,1.0,2.0,2.0,8,8.094999999999999,38.05,0.6433437801350048
2018-05-15,0.0,0.0,0.17855112739215562,,,,,1.083375,0.0,0.0,0.0,2.0,0.0,2.0,9,8.04,38.15000000000001,0.5939996538594672
2018-05-16,0.0,0.0,0.1914987683951241,,,,,0.969,0.0,0.0,0.0,1.0,0.0,1.0,9,7.915,38.15000000000001,0.6000904927760577
2018-05-17,0.0,0.0,0.1803963781422149,,,,,1.9547999999999999,0.0,0.0,0.0,2.0,2.0,2.0,9,8.045,38.05,0.5191295145283404
2018-05-18,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-19,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-20,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-21,0.0,0.0,0.18114789206388057,310.2360864474676,,,,1.4681875,0.0,,0.0,0.0,0.0,0.0,8,7.95,38.05,0.7390086416074241
2018-05-22,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-23,0.0,0.0,0.18934785253680497,,,,,1.6776,0.0,,0.0,1.0,0.0,1.0,8,8.02,38.0,0.6559040817238913
2018-05-24,0.0,0.0,0.19005238906772706,,,,,1.3674375,0.0,0.0,0.0,1.0,0.0,1.0,9,7.97,37.95,0.6934699026463732
2018-05-25,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-26,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-27,,,,,,,,,0.0,,,,,0.0,1,,,
2018-05-28,0.0,0.0,0.18724884543873327,345.68329245332257,,,,1.32,0.0,,0.0,1.0,0.0,1.0,8,7.975,37.95,0.6443818181818181
2018-05-29,0.0,0.0,0.20421537371590506,,,,,1.566,0.0,0.0,0.0,1.0,0.0,1.0,9,7.975,38.0,0.6246309466794381
2018-05-30,0.0,0.0,0.19460588448964766,,,,,1.5471,0.0,0.0,0.0,1.0,0.0,1.0,9,7.970000000000001,38.05,0.605431937172775
2018-05-31,0.0,0.0,0.1962639495390587,,,,,1.43,0.0,0.0,0.0,1.0,0.0,1.0,9,8.08,38.0,0.611829458041958
2018-06-01,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-02,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-03,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-04,0.0,0.0,0.1934308679812641,324.7284412803112,,,,1.5525,0.0,,0.0,1.0,0.0,1.0,8,7.975,37.9,0.6228748792270531
2018-06-05,0.0,0.0,0.19245326966750131,,,,,1.4985,0.0,0.0,0.0,2.0,0.0,2.0,9,7.99,37.95,0.5938847180513847
2018-06-06,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-07,0.0,0.0,0.1901770583766727,,,,,1.4526,0.0,,0.0,2.0,0.0,2.0,8,8.045,38.0,0.5597356464270964
2018-06-08,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-09,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-10,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-11,0.0,0.0,0.20166587055170768,390.716837392053,,,,1.1473,0.0,,0.0,0.0,3.0,3.0,8,8.04,37.84999999999999,1.0215026584154099
2018-06-12,0.0,0.0,0.20096995505086349,,,,,1.242,0.0,0.0,0.0,0.0,0.0,0.0,9,8.05,37.84999999999999,0.8222441123188405
2018-06-13,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-14,0.0,0.0,0.19209139880423845,,,,,1.089,0.0,,0.0,1.0,2.0,2.0,8,8.004999999999999,37.95,0.6670798898071626
2018-06-15,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-16,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-17,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-18,0.0,0.0,0.19685519967447537,395.35339724460226,,,,0.515025,0.0,,0.0,0.0,1.0,1.0,8,8.024999999999999,38.1,0.8085679093247901
2018-06-19,0.0,0.0,0.19114670675996068,,,,,0.8331750000000001,0.0,0.0,0.0,1.0,0.0,1.0,9,8.045,38.1,0.6974021064002159
2018-06-20,0.0,0.0,0.19492703266157055,,,,,0.7992,0.0,0.0,0.0,0.0,0.0,0.0,9,8.065000000000001,38.0,0.765233983983984
2018-06-21,0.0,0.0,0.18794474675596484,,,,,0.914375,0.0,0.0,0.0,1.0,0.0,1.0,9,8.07,37.9,0.6815368421052633
2018-06-22,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-23,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-24,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-25,1.0,0.0,0.19615987916109917,526.3637546353483,,,,0.80295,0.0,,0.0,0.0,0.0,1.0,8,8.184999999999999,37.84999999999999,0.9365542686344106
2018-06-26,1.0,0.0,0.21031119630172512,,,,,1.6280999999999999,0.0,0.0,0.0,2.0,0.0,2.0,9,8.135000000000002,37.84999999999999,0.5017419077452246
2018-06-27,0.0,0.0,0.21065024452092013,,,,,1.1583124999999999,0.0,0.0,0.0,0.0,0.0,0.0,9,8.055,37.75,0.7187223870932933
2018-06-28,0.0,0.0,0.21586990129623024,,,,,1.0475999999999999,0.0,0.0,0.0,0.0,0.0,0.0,9,8.07,38.05,0.7913659793814434
2018-06-29,,,,,,,,,0.0,,,,,0.0,1,,,
2018-06-30,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-01,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-02,1.0,0.0,0.20931275219368475,157.36175744773846,,,,0.83125,0.0,,0.0,0.0,0.0,1.0,8,7.6,37.84999999999999,0.7589816541353382
2018-07-03,1.0,0.0,0.20012011632317614,,,,,0.896125,0.0,0.0,0.0,0.0,0.0,1.0,9,7.56,37.75,0.9229859813084114
2018-07-04,1.0,0.0,0.19580652991867945,,,,,1.0101375000000001,0.0,0.0,0.0,0.0,0.0,1.0,9,7.425,37.8,0.792596057467424
2018-07-05,0.0,0.0,0.19939728779507784,,,,,0.8775,0.0,0.0,0.0,0.0,0.0,0.0,9,7.625,37.8,0.8994089743589745
2018-07-06,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-07,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-08,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-09,0.0,0.0,0.1998353701006775,188.7558846712171,,,,0.396375,0.0,,0.0,0.0,0.0,0.0,8,7.665,37.7,1.8961967833491014
2018-07-10,0.0,0.0,0.20027746247950562,,,,,0.77935,0.0,0.0,0.0,0.0,0.0,0.0,9,7.755000000000001,37.8,0.935986719702316
2018-07-11,0.0,0.0,0.19284544652978963,,,,,0.8931999999999999,0.0,0.0,0.0,0.0,0.0,0.0,9,7.785,37.8,0.8245320197044337
2018-07-12,0.0,0.0,0.20175776238131896,,,,,0.916875,0.0,0.0,0.0,0.0,0.0,0.0,9,7.85,37.8,0.8217652351738242
2018-07-13,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-14,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-15,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-16,1.0,0.0,0.19600573280159522,169.9775331463551,,,,0.8127,0.0,,0.0,0.0,0.0,1.0,8,7.59,37.95,0.8928622954349699
2018-07-17,0.0,0.0,0.19906697341513294,,,,,0.7749000000000001,0.0,0.0,0.0,0.0,0.0,0.0,9,7.675,37.95,0.8969156504065041
2018-07-18,,0.0,,,,,,0.7628499999999999,0.0,0.0,,,,0.0,4,,38.0,
2018-07-19,0.0,0.0,0.19730697882684065,,,,,0.7628499999999999,0.0,0.0,0.0,0.0,0.0,0.0,9,7.645,38.05,0.8750162220620047
2018-07-20,0.0,0.0,0.1963924690422037,,,,,0.8606,0.0,0.0,0.0,0.0,0.0,0.0,9,7.675,38.1,0.7718910498489425
2018-07-21,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-22,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-23,0.0,0.0,0.20253415165313798,262.01534331338075,,,,0.799475,0.0,,0.0,0.0,0.0,0.0,8,7.85,38.45,0.8927085743769347
2018-07-24,1.0,0.0,0.19583175684197252,,,,,0.8150999999999999,0.0,0.0,0.0,0.0,0.0,1.0,9,7.55,38.55,0.859730171144645
2018-07-25,1.0,0.0,0.19596139192278383,,,,,0.810775,0.0,0.0,0.0,0.0,0.0,1.0,9,7.55,38.65000000000001,0.8884883290678671
2018-07-26,0.0,0.0,0.20327685841870238,,,,,1.1312,0.0,0.0,0.0,1.0,0.0,1.0,9,7.645,38.65000000000001,0.6838078478606789
2018-07-27,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-28,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-29,,,,,,,,,0.0,,,,,0.0,1,,,
2018-07-30,0.0,0.0,0.2012489261878015,314.21742479940133,,,,0.52275,0.0,,0.0,0.0,1.0,1.0,8,7.895,39.25,0.9906154949784793
2018-07-31,1.0,0.0,0.19898092500653253,,,,,0.5773874999999999,0.0,0.0,0.0,0.0,0.0,1.0,9,7.575,39.3,0.8691458292741009
2018-08-01,0.0,0.0,0.1954151871924251,,,,,0.727575,0.0,0.0,0.0,0.0,0.0,0.0,9,7.63,39.4,0.8148293990310278
2018-08-02,1.0,0.0,0.20130167451596023,,,,,0.66825,0.0,0.0,0.0,0.0,0.0,1.0,9,7.595,39.55,0.8301481481481483
2018-08-03,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-04,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-05,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-06,3.0,0.0,0.22082775153352605,15.411326938529134,,,,0.8022999999999999,0.0,,0.0,0.0,0.0,3.0,8,6.59,39.9,0.7800822634924593
2018-08-07,1.0,1.0,0.20275211061623347,,,,,0.7853499999999999,0.0,0.0,0.0,0.0,0.0,1.0,9,7.535,40.0,0.8173692461959636
2018-08-08,1.0,1.0,0.19067376764924449,,,,,0.784875,0.0,0.0,0.0,0.0,0.0,1.0,9,7.515,40.0,0.8191208791208792
2018-08-09,1.0,1.0,0.198069940760558,,,,,0.9153,0.0,0.0,0.0,0.0,0.0,1.0,9,7.355,40.1,0.7291758849557523
2018-08-10,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-11,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-12,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-13,1.0,1.0,0.2025924583031182,142.06549287350504,,,,1.022,0.0,,0.0,0.0,0.0,1.0,8,7.535,40.1,0.7582127568493151
2018-08-14,0.0,1.0,0.19805278820028463,,,,,0.9802750000000001,0.0,0.0,0.0,1.0,0.0,1.0,9,7.845000000000001,40.15,0.6700051006095228
2018-08-15,,1.0,,,,,,,0.0,0.0,0.0,,0.0,1.0,5,,40.15,
2018-08-16,1.0,1.0,0.19918259812200229,,,,,0.704,0.0,0.0,0.0,0.0,0.0,1.0,9,7.565,40.2,0.965576171875
2018-08-17,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-18,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-19,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-20,1.0,1.0,0.19955474600283343,,,,,1.575475,0.0,,0.0,2.0,0.0,2.0,8,7.529999999999999,40.1,0.528546073406433
2018-08-21,1.0,1.0,0.19341009309162174,,,,,0.7308,0.0,1.0,0.0,0.0,0.0,1.0,9,7.535,41.0,1.0066533251231526
2018-08-22,1.0,1.0,0.19765019852893315,,,,,1.7874,0.0,1.0,0.0,3.0,0.0,3.0,9,7.565,40.15,0.400508769721383
2018-08-23,1.0,1.0,0.20165278500780842,,,,,0.7176,0.0,0.0,0.0,0.0,0.0,1.0,9,7.535,40.15,0.8342820687012261
2018-08-24,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-25,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-26,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-27,0.0,1.0,0.19521864488226814,262.26272309724953,,,,0.9101999999999999,0.0,,0.0,2.0,1.0,2.0,8,7.745,40.1,0.527249436936937
2018-08-28,,,,,,,,,0.0,,,,,0.0,1,,,
2018-08-29,0.0,1.0,0.20002711312953297,,,,,0.7864999999999999,0.0,,1.0,2.0,0.0,2.0,8,7.68,40.05,0.5000499841068023
2018-08-30,0.0,1.0,0.29412730736385734,201.59679731076974,,,,0.8451,0.0,0.0,1.0,3.0,0.0,3.0,9,7.65,40.05,0.4710401135960242
2018-08-31,,,,,,,,,0.0,,,,,0.0,1,,,
2018-09-01,,,,,,,,,0.0,,,,,0.0,1,,,
